country_name,city_name,aqi_value,aqi_category,co_aqi_value,co_aqi_category,ozone_aqi_value,ozone_aqi_category,no2_aqi_value,no2_aqi_category,pm2.5_aqi_value,pm2.5_aqi_category,city_ascii,country,lat,lng
Canada,Nanaimo,38.0,Good,1.0,Good,38.0,Good,1.0,Good,23.0,Good,Nanaimo,Canada,49.1642,-123.9364
United States,Nanakuli,30.0,Good,0.0,Good,27.0,Good,0.0,Good,30.0,Good,Nanakuli,United States,21.3892,-158.1445
Japan,Nanao,39.0,Good,1.0,Good,39.0,Good,0.0,Good,19.0,Good,Nanao,Japan,37.0431,136.9674
China,Nancha,92.0,Moderate,3.0,Good,30.0,Good,2.0,Good,92.0,Moderate,,,,
China,Nanchang,120.0,Unhealthy for Sensitive Groups,4.0,Good,24.0,Good,11.0,Good,120.0,Unhealthy for Sensitive Groups,Nanchang,China,28.683,115.858
Mexico,Nanchital,64.0,Moderate,1.0,Good,23.0,Good,2.0,Good,64.0,Moderate,,,,
China,Nanchong,163.0,Unhealthy,6.0,Good,47.0,Good,20.0,Good,163.0,Unhealthy,Nanchong,China,30.8372,106.1106
France,Nancy,63.0,Moderate,1.0,Good,32.0,Good,1.0,Good,63.0,Moderate,Nancy,France,48.6936,6.1846
Nicaragua,Nandaime,53.0,Moderate,1.0,Good,16.0,Good,2.0,Good,53.0,Moderate,Nandaime,Nicaragua,11.75,-86.05
India,Nanded,142.0,Unhealthy for Sensitive Groups,1.0,Good,38.0,Good,0.0,Good,142.0,Unhealthy for Sensitive Groups,Nanded,India,19.15,77.3
India,Nandgaon,123.0,Unhealthy for Sensitive Groups,0.0,Good,27.0,Good,0.0,Good,123.0,Unhealthy for Sensitive Groups,Nandgaon,India,20.307,74.657
India,Nandigama,162.0,Unhealthy,3.0,Good,38.0,Good,7.0,Good,162.0,Unhealthy,Nandigama,India,16.7833,80.3
India,Nandikotkur,109.0,Unhealthy for Sensitive Groups,2.0,Good,45.0,Good,3.0,Good,109.0,Unhealthy for Sensitive Groups,Nandikotkur,India,15.867,78.267
China,Nanding,122.0,Unhealthy for Sensitive Groups,2.0,Good,122.0,Unhealthy for Sensitive Groups,4.0,Good,93.0,Moderate,,,,
China,Nandu,103.0,Unhealthy for Sensitive Groups,5.0,Good,27.0,Good,10.0,Good,103.0,Unhealthy for Sensitive Groups,,,,
India,Nandura,150.0,Unhealthy,0.0,Good,31.0,Good,0.0,Good,150.0,Unhealthy,,,,
India,Nandurbar,140.0,Unhealthy for Sensitive Groups,0.0,Good,29.0,Good,0.0,Good,140.0,Unhealthy for Sensitive Groups,Nandurbar,India,21.37,74.25
India,Nandyal,94.0,Moderate,2.0,Good,43.0,Good,2.0,Good,94.0,Moderate,Nandyal,India,15.48,78.48
China,Nanfeng,88.0,Moderate,5.0,Good,18.0,Good,9.0,Good,88.0,Moderate,,,,
Thailand,Nang Rong,39.0,Good,0.0,Good,26.0,Good,0.0,Good,39.0,Good,Nang Rong,Thailand,14.6283,102.7933
Cameroon,Nanga Eboko,67.0,Moderate,2.0,Good,22.0,Good,0.0,Good,67.0,Moderate,Nanga Eboko,Cameroon,4.6708,12.3731
India,Nangal,152.0,Unhealthy,3.0,Good,143.0,Unhealthy for Sensitive Groups,1.0,Good,152.0,Unhealthy,,,,
United Republic of Tanzania,Nanganga,45.0,Good,1.0,Good,20.0,Good,0.0,Good,45.0,Good,,,,
India,Nangloi Jat,334.0,Hazardous,3.0,Good,113.0,Unhealthy for Sensitive Groups,3.0,Good,326.0,Hazardous,Nangloi Jat,India,28.6833,77.0667
United Republic of Tanzania,Nangomba,36.0,Good,0.0,Good,18.0,Good,0.0,Good,36.0,Good,,,,
China,Nangong,145.0,Unhealthy for Sensitive Groups,4.0,Good,49.0,Good,21.0,Good,145.0,Unhealthy for Sensitive Groups,Nangong,China,37.359,115.409
United Republic of Tanzania,Nangwa,20.0,Good,0.0,Good,14.0,Good,0.0,Good,20.0,Good,,,,
China,Nanhai,152.0,Unhealthy,3.0,Good,152.0,Unhealthy,2.0,Good,101.0,Unhealthy for Sensitive Groups,,,,
United Republic of Tanzania,Nanhyanga,34.0,Good,0.0,Good,21.0,Good,0.0,Good,34.0,Good,,,,
India,Nanjangud,76.0,Moderate,2.0,Good,15.0,Good,5.0,Good,76.0,Moderate,Nanjangud,India,12.12,76.68
China,Nanjing,185.0,Unhealthy,4.0,Good,185.0,Unhealthy,7.0,Good,143.0,Unhealthy for Sensitive Groups,Nanjing,China,32.0608,118.7789
Pakistan,Nankana Sahib,356.0,Hazardous,2.0,Good,100.0,Unhealthy for Sensitive Groups,1.0,Good,354.0,Hazardous,Nankana Sahib,Pakistan,31.45,73.7067
China,Nanlong,257.0,Very Unhealthy,16.0,Good,4.0,Good,47.0,Good,257.0,Very Unhealthy,,,,
China,Nanma,115.0,Unhealthy for Sensitive Groups,2.0,Good,110.0,Unhealthy for Sensitive Groups,2.0,Good,115.0,Unhealthy for Sensitive Groups,,,,
India,Nannilam,77.0,Moderate,1.0,Good,28.0,Good,2.0,Good,77.0,Moderate,,,,
China,Nanning,128.0,Unhealthy for Sensitive Groups,3.0,Good,128.0,Unhealthy for Sensitive Groups,2.0,Good,116.0,Unhealthy for Sensitive Groups,Nanning,China,22.8167,108.3275
India,Nanpara,177.0,Unhealthy,4.0,Good,177.0,Unhealthy,1.0,Good,177.0,Unhealthy,Nanpara,India,27.87,81.5
China,Nanpiao,71.0,Moderate,2.0,Good,71.0,Moderate,1.0,Good,65.0,Moderate,,,,
China,Nantai,80.0,Moderate,4.0,Good,35.0,Good,9.0,Good,80.0,Moderate,,,,
France,Nanterre,50.0,Good,1.0,Good,20.0,Good,5.0,Good,50.0,Good,Nanterre,France,48.8988,2.1969
France,Nantes,38.0,Good,1.0,Good,25.0,Good,2.0,Good,38.0,Good,Nantes,France,47.2181,-1.5528
Canada,Nanticoke,31.0,Good,1.0,Good,31.0,Good,0.0,Good,31.0,Good,Nanticoke,United States,41.2005,-76.0003
China,Nantong,206.0,Very Unhealthy,7.0,Good,206.0,Very Unhealthy,9.0,Good,167.0,Unhealthy,Nantong,China,31.981,120.894
China,Nantou,202.0,Very Unhealthy,3.0,Good,202.0,Very Unhealthy,10.0,Good,153.0,Unhealthy,Nantou,Taiwan,23.9167,120.6833
China,Nantou,202.0,Very Unhealthy,3.0,Good,202.0,Very Unhealthy,10.0,Good,153.0,Unhealthy,Nantou,China,22.7217,113.2926
United States of America,Nantucket,39.0,Good,1.0,Good,39.0,Good,0.0,Good,25.0,Good,Nantucket,United States,41.2831,-70.0692
United States of America,Nanuet,60.0,Moderate,1.0,Good,25.0,Good,11.0,Good,60.0,Moderate,Nanuet,United States,41.0957,-74.0155
Brazil,Nanuque,25.0,Good,0.0,Good,25.0,Good,0.0,Good,25.0,Good,Nanuque,Brazil,-17.8433,-40.3517
United Republic of Tanzania,Nanyamba,42.0,Good,0.0,Good,18.0,Good,0.0,Good,42.0,Good,,,,
China,Nanyang,153.0,Unhealthy,5.0,Good,76.0,Moderate,16.0,Good,153.0,Unhealthy,Nanyang,China,32.9987,112.5292
Kenya,Nanyuki,72.0,Moderate,2.0,Good,16.0,Good,1.0,Good,72.0,Moderate,Nanyuki,Kenya,0.0167,37.0667
China,Nanzhang,120.0,Unhealthy for Sensitive Groups,2.0,Good,120.0,Unhealthy for Sensitive Groups,1.0,Good,78.0,Moderate,,,,
China,Nanzhou,152.0,Unhealthy,3.0,Good,152.0,Unhealthy,4.0,Good,113.0,Unhealthy for Sensitive Groups,Nanzhou,Taiwan,22.4789,120.5156
Brazil,Nao Me Toque,21.0,Good,0.0,Good,21.0,Good,0.0,Good,17.0,Good,,,,
Greece,Naousa,70.0,Moderate,1.0,Good,40.0,Good,4.0,Good,70.0,Moderate,Naousa,Greece,40.6333,22.0667
United States of America,Napa,39.0,Good,1.0,Good,31.0,Good,4.0,Good,39.0,Good,Napa,United States,38.2975,-122.301
India,Napasar,443.0,Hazardous,1.0,Good,40.0,Good,0.0,Good,328.0,Hazardous,,,,
United States of America,Naperville,53.0,Moderate,1.0,Good,37.0,Good,3.0,Good,53.0,Moderate,Naperville,United States,41.748,-88.1659
New Zealand,Napier,27.0,Good,0.0,Good,27.0,Good,0.0,Good,15.0,Good,Napier,New Zealand,-39.4903,176.9178
United States of America,Naples,31.0,Good,0.0,Good,31.0,Good,0.0,Good,24.0,Good,Naples,Italy,40.8333,14.25
United States of America,Naples,31.0,Good,0.0,Good,31.0,Good,0.0,Good,24.0,Good,Naples,United States,26.1504,-81.7936
Iran (Islamic Republic of),Naqadeh,83.0,Moderate,1.0,Good,41.0,Good,0.0,Good,83.0,Moderate,Naqadeh,Iran,36.9547,45.3881
Mali,Nara,164.0,Unhealthy,1.0,Good,37.0,Good,0.0,Good,164.0,Unhealthy,Nara,Mali,15.18,-7.28
Mali,Nara,164.0,Unhealthy,1.0,Good,37.0,Good,0.0,Good,164.0,Unhealthy,Nara,Japan,34.6844,135.805
India,Naraina,297.0,Very Unhealthy,1.0,Good,40.0,Good,0.0,Good,297.0,Very Unhealthy,,,,
India,Naraini,185.0,Unhealthy,1.0,Good,42.0,Good,0.0,Good,185.0,Unhealthy,,,,
Bangladesh,Naral,192.0,Unhealthy,3.0,Good,45.0,Good,4.0,Good,192.0,Unhealthy,,,,
Pakistan,Narang,173.0,Unhealthy,6.0,Good,36.0,Good,14.0,Good,173.0,Unhealthy,,,,
Ecuador,Naranjal,39.0,Good,1.0,Good,16.0,Good,3.0,Good,39.0,Good,Naranjal,Ecuador,-2.6736,-79.6183
Ecuador,Naranjito,59.0,Moderate,1.0,Good,14.0,Good,5.0,Good,59.0,Moderate,Naranjito,Ecuador,-2.1667,-79.4653
Costa Rica,Naranjo,53.0,Moderate,1.0,Good,25.0,Good,0.0,Good,53.0,Moderate,Naranjo,Costa Rica,10.1053,-84.3885
Mexico,Naranjos,92.0,Moderate,2.0,Good,34.0,Good,1.0,Good,92.0,Moderate,Naranjos,Mexico,21.3509,-97.6866
India,Narasannapeta,150.0,Unhealthy,2.0,Good,28.0,Good,4.0,Good,150.0,Unhealthy,Narasannapeta,India,18.4167,84.05
India,Narasapur,118.0,Unhealthy for Sensitive Groups,1.0,Good,22.0,Good,2.0,Good,118.0,Unhealthy for Sensitive Groups,Narasapur,India,16.4361,81.7016
India,Narasaraopet,65.0,Moderate,1.0,Good,48.0,Good,0.0,Good,65.0,Moderate,Narasaraopet,India,16.236,80.0498
Japan,Narashino,81.0,Moderate,1.0,Good,81.0,Moderate,1.0,Good,37.0,Good,Narashino,Japan,35.6804,140.0265
India,Narasingapuram,81.0,Moderate,0.0,Good,30.0,Good,0.0,Good,81.0,Moderate,Narasingapuram,India,11.6038,78.5778
India,Narasingapuram,81.0,Moderate,0.0,Good,30.0,Good,0.0,Good,81.0,Moderate,Narasingapuram,India,12.9728,79.284
Thailand,Narathiwat,84.0,Moderate,3.0,Good,20.0,Good,2.0,Good,84.0,Moderate,Narathiwat,Thailand,6.4167,101.8167
India,Narauli,500.0,Hazardous,1.0,Good,57.0,Moderate,1.0,Good,472.0,Hazardous,,,,
India,Naraura,177.0,Unhealthy,3.0,Good,163.0,Unhealthy,2.0,Good,177.0,Unhealthy,Naraura,India,28.1967,78.3814
India,Naravarikuppam,118.0,Unhealthy for Sensitive Groups,2.0,Good,27.0,Good,2.0,Good,118.0,Unhealthy for Sensitive Groups,Naravarikuppam,India,13.1913,80.1847
India,Narayanavanam,72.0,Moderate,0.0,Good,27.0,Good,0.0,Good,72.0,Moderate,Narayanavanam,India,13.42,79.58
Bangladesh,Narayanganj,74.0,Moderate,3.0,Good,44.0,Good,3.0,Good,74.0,Moderate,Narayanganj,Bangladesh,23.62,90.5
India,Narayangarh,190.0,Unhealthy,3.0,Good,190.0,Unhealthy,2.0,Good,162.0,Unhealthy,Narayangarh,India,24.2708,75.0501
India,Narayanpet,73.0,Moderate,0.0,Good,25.0,Good,0.0,Good,73.0,Moderate,Narayanpet,India,16.7445,77.496
France,Narbonne,48.0,Good,1.0,Good,48.0,Good,0.0,Good,33.0,Good,Narbonne,France,43.1836,3.0042
Italy,Nardo,54.0,Moderate,1.0,Good,54.0,Moderate,2.0,Good,18.0,Good,Nardo,Italy,40.1797,18.0333
India,Naregal,45.0,Good,1.0,Good,26.0,Good,2.0,Good,45.0,Good,Naregal,India,15.5732,75.808
Russian Federation,Narimanov,39.0,Good,1.0,Good,39.0,Good,0.0,Good,33.0,Good,Narimanov,Russia,46.6833,47.85
Japan,Narita,43.0,Good,1.0,Good,40.0,Good,1.0,Good,43.0,Good,Narita,Japan,35.7767,140.3183
India,Narnaul,497.0,Hazardous,1.0,Good,41.0,Good,0.0,Good,369.0,Hazardous,Narnaul,India,28.0444,76.1056
India,Narnaund,152.0,Unhealthy,2.0,Good,134.0,Unhealthy for Sensitive Groups,1.0,Good,152.0,Unhealthy,,,,
Italy,Narni,42.0,Good,1.0,Good,42.0,Good,2.0,Good,32.0,Good,Narni,Italy,42.5167,12.5167
Russian Federation,Naro Fominsk,38.0,Good,1.0,Good,29.0,Good,1.0,Good,38.0,Good,,,,
Kenya,Narok,21.0,Good,0.0,Good,18.0,Good,0.0,Good,21.0,Good,Narok,Kenya,-1.0833,35.8667
Spain,Naron,34.0,Good,1.0,Good,34.0,Good,2.0,Good,20.0,Good,Naron,Spain,43.55,-8.15
Pakistan,Narowal,164.0,Unhealthy,3.0,Good,164.0,Unhealthy,1.0,Good,138.0,Unhealthy for Sensitive Groups,,,,
United States of America,Narragansett,78.0,Moderate,2.0,Good,43.0,Good,6.0,Good,78.0,Moderate,Narragansett,United States,41.4291,-71.4668
India,Narsimhapur,161.0,Unhealthy,1.0,Good,46.0,Good,0.0,Good,161.0,Unhealthy,,,,
Bangladesh,Narsingdi,178.0,Unhealthy,2.0,Good,49.0,Good,2.0,Good,178.0,Unhealthy,Narsingdi,Bangladesh,23.9231,90.7122
India,Narsipatnam,92.0,Moderate,3.0,Good,38.0,Good,3.0,Good,92.0,Moderate,Narsipatnam,India,17.665,82.614
Russian Federation,Nartan,47.0,Good,1.0,Good,45.0,Good,1.0,Good,47.0,Good,Nartan,Russia,43.5167,43.7
Japan,Naruto,27.0,Good,1.0,Good,27.0,Good,3.0,Good,22.0,Good,Naruto,Japan,35.5864,140.4136
Russian Federation,Narva,35.0,Good,1.0,Good,35.0,Good,0.0,Good,6.0,Good,Narva,Estonia,59.3758,28.1961
Norway,Narvik,29.0,Good,1.0,Good,29.0,Good,0.0,Good,6.0,Good,Narvik,Norway,68.4363,17.3983
India,Narwana,165.0,Unhealthy,4.0,Good,57.0,Moderate,9.0,Good,165.0,Unhealthy,Narwana,India,29.6167,76.1117
India,Narwar,162.0,Unhealthy,3.0,Good,90.0,Moderate,2.0,Good,162.0,Unhealthy,Narwar,India,25.6439,77.9129
Russian Federation,Naryan Mar,26.0,Good,1.0,Good,26.0,Good,0.0,Good,11.0,Good,,,,
Romania,Nasaud,65.0,Moderate,1.0,Good,35.0,Good,0.0,Good,65.0,Moderate,Nasaud,Romania,47.2833,24.4067
United States of America,Nashua,68.0,Moderate,2.0,Good,14.0,Good,14.0,Good,68.0,Moderate,Nashua,United States,42.7491,-71.491
United States of America,Nashville,80.0,Moderate,1.0,Good,31.0,Good,4.0,Good,80.0,Moderate,Nashville,United States,36.1715,-86.7842
Pakistan,Nasirabad,162.0,Unhealthy,1.0,Good,69.0,Moderate,1.0,Good,162.0,Unhealthy,Nasirabad,India,26.3,74.73
India,Naspur,151.0,Unhealthy,1.0,Good,41.0,Good,0.0,Good,151.0,Unhealthy,Naspur,India,18.8604,79.4849
India,Nasriganj,154.0,Unhealthy,4.0,Good,142.0,Unhealthy for Sensitive Groups,1.0,Good,154.0,Unhealthy,Nasriganj,India,25.0514,84.3284
India,Nasrullaganj,150.0,Unhealthy,1.0,Good,32.0,Good,0.0,Good,150.0,Unhealthy,,,,
"Bahamas, The",Nassau,32.0,Good,0.0,Good,32.0,Good,0.0,Good,7.0,Good,Nassau,"Bahamas, The",25.0781,-77.3386
Sweden,Nassjo,38.0,Good,0.0,Good,38.0,Good,0.0,Good,20.0,Good,Nassjo,Sweden,57.65,14.6833
